                                    sIP|                                    dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|59224|  6|         4|      1157|        |2015/04/10T14:29:32.442|    0.150|2015/04/10T14:29:32.592|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|52678|   53| 17|         1|        79|        |2015/04/10T14:29:31.342|    0.250|2015/04/10T14:29:31.592|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|48482|   53| 17|         1|        79|        |2015/04/10T14:29:36.392|    0.050|2015/04/10T14:29:36.442|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|59396|   22|  6|         6|       450|        |2015/04/10T14:34:32.350|    0.100|2015/04/10T14:34:32.450|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|42412|   53| 17|         1|        79|        |2015/04/10T14:29:37.732|    0.050|2015/04/10T14:29:37.782|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|57986|  443|  6|         9|      1130|        |2015/04/10T14:34:45.074|    0.150|2015/04/10T14:34:45.224|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   80|58802|  6|         5|       959|        |2015/04/10T14:34:45.124|    0.100|2015/04/10T14:34:45.224|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|38217|   53| 17|         1|        79|        |2015/04/10T14:29:48.098|    0.100|2015/04/10T14:29:48.198|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|  443|57986|  6|         9|      2563|        |2015/04/10T14:34:44.990|    0.150|2015/04/10T14:34:45.140|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|58802|   80|  6|         5|       488|        |2015/04/10T14:34:45.040|    0.100|2015/04/10T14:34:45.140|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|46450|   53|  6|         6|       459|        |2015/04/10T14:34:52.290|    0.000|2015/04/10T14:34:52.290|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|50675|   53| 17|         1|        79|        |2015/04/10T14:29:54.612|    0.150|2015/04/10T14:29:54.762|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|46578|   53| 17|         1|        80|        |2015/04/10T14:30:00.652|    0.050|2015/04/10T14:30:00.702|  0|
   2002:8891:e71f:8:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   80|47628|  6|         5|       959|        |2015/04/10T14:35:00.074|    0.250|2015/04/10T14:35:00.324|  0|
   2002:8891:e71f:8:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|50976|  6|         4|      1157|        |2015/04/10T14:30:05.412|    0.100|2015/04/10T14:30:05.512|  0|
   2002:8891:e71f:8:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|  443|43416|  6|         9|      2563|        |2015/04/10T14:35:05.074|    0.100|2015/04/10T14:35:05.174|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|43416|  443|  6|         9|      1130|        |2015/04/10T14:35:05.074|    0.100|2015/04/10T14:35:05.174|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|51142|   22|  6|         6|       450|        |2015/04/10T14:35:05.124|    0.050|2015/04/10T14:35:05.174|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|49006|   53|  6|         6|       459|        |2015/04/10T14:35:06.024|    0.200|2015/04/10T14:35:06.224|  0|
             fec0::8:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|50754|   80|  6|         5|       488|        |2015/04/10T14:35:05.124|    0.050|2015/04/10T14:35:05.174|  0|
             fec0::8:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|33058|   22|  6|         6|       450|        |2015/04/10T14:35:09.074|    0.200|2015/04/10T14:35:09.274|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|60551|   53|  6|         6|       459|        |2015/04/10T14:35:07.974|    0.050|2015/04/10T14:35:08.024|  0|
             fec0::8:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|51088|  443|  6|         9|      1130|        |2015/04/10T14:35:08.074|    0.200|2015/04/10T14:35:08.274|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|47628|   80|  6|         5|       488|        |2015/04/10T14:35:00.074|    0.250|2015/04/10T14:35:00.324|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|45925|   53|  6|         6|       399|        |2015/04/10T14:35:09.324|    0.200|2015/04/10T14:35:09.524|  0|
            fec0::8:92e2:baff:fe5a:7ded|             fec0::8:225:90ff:fe8e:b4a0|   80|50754|  6|         5|       959|        |2015/04/10T14:35:05.124|    0.050|2015/04/10T14:35:05.174|  0|
  2607:2000:100:116:5074:8c32:5dd2:d949|               2607:f8b0:4008:808::200e|50872|  443|  6|        38|     36465|        |2015/04/10T14:31:00.624|  240.200|2015/04/10T14:35:00.824|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|52304|   53|  6|         6|       459|        |2015/04/10T14:35:04.974|    0.200|2015/04/10T14:35:05.174|  0|
            fec0::8:92e2:baff:fe5a:7ded|             fec0::8:225:90ff:fe8e:b4a0|   22|32892|  6|         4|      1157|        |2015/04/10T14:30:09.452|    0.250|2015/04/10T14:30:09.702|  0|
            fec0::8:92e2:baff:fe5a:7ded|             fec0::8:225:90ff:fe8e:b4a0|  443|51088|  6|         9|      2563|        |2015/04/10T14:35:07.966|    0.200|2015/04/10T14:35:08.166|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                    2001:503:ba3e::2:30|32826|   53|  6|         7|       531|        |2015/04/10T14:35:13.516|    0.250|2015/04/10T14:35:13.766|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:808::200e|54931|  443|  6|       210|     49283|        |2015/04/10T14:16:26.074| 1137.300|2015/04/10T14:35:23.374|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|56538|   53|  6|         6|       459|        |2015/04/10T14:35:22.774|    0.050|2015/04/10T14:35:22.824|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|38649|   53|  6|         6|       459|        |2015/04/10T14:35:27.624|    0.100|2015/04/10T14:35:27.724|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:808::200e|54991|  443|  6|        25|      3389|        |2015/04/10T14:30:35.974|  288.150|2015/04/10T14:35:24.124|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|56884|   53|  6|         6|       459|        |2015/04/10T14:35:29.874|    0.150|2015/04/10T14:35:30.024|  0|
  2607:2000:100:116:5074:8c32:5dd2:d949|                 2607:f8b0:4002:c06::5e|50884|  443|  6|        14|      2270|        |2015/04/10T14:31:35.420|  242.500|2015/04/10T14:35:37.920|  0|
  2607:2000:100:116:5074:8c32:5dd2:d949|                 2607:f8b0:4002:c06::5e|50885|  443|  6|        13|      2213|        |2015/04/10T14:31:35.420|  242.500|2015/04/10T14:35:37.920|  0|
  2607:2000:100:116:5074:8c32:5dd2:d949|                 2607:f8b0:4002:c06::5e|50886|  443|  6|        14|      2295|        |2015/04/10T14:31:35.470|  242.450|2015/04/10T14:35:37.920|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|60149|   53|  6|         7|       531|        |2015/04/10T14:35:39.920|    0.050|2015/04/10T14:35:39.970|  0|
   2607:2000:100:116:d6ae:52ff:fec1:9de|               2607:f8b0:4008:808::200e|34722|  443|  6|         6|       933|        |2015/04/10T14:35:41.370|    0.150|2015/04/10T14:35:41.520|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|59720|   53|  6|         6|       399|        |2015/04/10T14:35:41.120|    0.150|2015/04/10T14:35:41.270|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|44584|   53| 17|         1|        75|        |2015/04/10T14:31:05.068|    0.250|2015/04/10T14:31:05.318|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|              2607:fc18:bad:dead:beef::|  123|  123| 17|         1|        96|        |2015/04/10T14:31:20.332|    0.050|2015/04/10T14:31:20.382|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:808::200e|54994|  443|  6|        34|      4314|        |2015/04/10T14:32:16.374|  240.250|2015/04/10T14:36:16.624|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|45317|   53| 17|         1|        75|        |2015/04/10T14:31:23.314|    0.150|2015/04/10T14:31:23.464|  0|
               fe80::225:90ff:fe8e:b4b8|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T14:31:25.168|    0.150|2015/04/10T14:31:25.318|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T14:31:26.918|    0.200|2015/04/10T14:31:27.118|  0|
               fe80::225:90ff:fe8e:b4b8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T14:31:30.308|    0.150|2015/04/10T14:31:30.458|  0|
  2607:2000:100:116:92e2:baff:fe68:7d59|                     2001:18e8:2:6::147|33866| 8880|  6|         2|       160|        |2015/04/10T14:31:29.358|    0.850|2015/04/10T14:31:30.208|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|             2001:67c:2e8:11::c100:136b|    0|32768| 58|         3|       288|        |2015/04/10T14:31:42.354|    1.950|2015/04/10T14:31:44.304|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|44936|   53| 17|         1|        75|        |2015/04/10T14:31:45.222|    0.050|2015/04/10T14:31:45.272|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|44175|   53| 17|         1|        75|        |2015/04/10T14:31:51.362|    0.100|2015/04/10T14:31:51.462|  0|
              fe80::da50:e6ff:fe3b:76fa|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T14:32:09.018|    0.100|2015/04/10T14:32:09.118|  0|
  2607:2000:100:116:5074:8c32:5dd2:d949|               2607:f8b0:4008:808::200e|50889|  443|  6|        17|      2747|        |2015/04/10T14:33:03.320|  247.550|2015/04/10T14:37:10.870|  0|
  2607:2000:100:116:5074:8c32:5dd2:d949|               2607:f8b0:4008:808::200e|50888|  443|  6|        16|      3737|        |2015/04/10T14:33:03.120|  247.750|2015/04/10T14:37:10.870|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|              2604:a880:800:10::99:7004|  123|  123| 17|         1|        96|        |2015/04/10T14:32:38.072|    0.200|2015/04/10T14:32:38.272|  0|
              fe80::92e2:baff:fe5a:7ded|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T14:32:38.872|    0.200|2015/04/10T14:32:39.072|  0|
   2607:2000:100:116:d6ae:52ff:fec1:9de|                    2604:180::dedc:2bcf|  123|  123| 17|         1|        96|        |2015/04/10T14:32:37.072|    0.200|2015/04/10T14:32:37.272|  0|
  2607:2000:100:116:5074:8c32:5dd2:d949|                 2607:f8b0:4002:c06::93|50895|  443|  6|        15|      5918|        |2015/04/10T14:37:31.576|    9.200|2015/04/10T14:37:40.776|  0|
              fe80::92e2:baff:fe5a:7ded|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T14:32:43.954|    0.250|2015/04/10T14:32:44.204|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                 2607:f8b0:4002:c06::63|    0|32768| 58|        36|      3168|        |2015/04/10T14:32:38.154|    5.000|2015/04/10T14:32:43.154|  0|
               fe80::225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T14:32:43.104|    0.100|2015/04/10T14:32:43.204|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38122|   25|  6|         5|       400|        |2015/04/10T14:32:33.536|   14.900|2015/04/10T14:32:48.436|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38126|   25|  6|         5|       400|        |2015/04/10T14:32:33.536|   14.900|2015/04/10T14:32:48.436|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38123|   25|  6|         5|       400|        |2015/04/10T14:32:33.536|   14.900|2015/04/10T14:32:48.436|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38124|   25|  6|         5|       400|        |2015/04/10T14:32:33.536|   14.900|2015/04/10T14:32:48.436|  0|
               fe80::225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T14:32:47.736|    0.200|2015/04/10T14:32:47.936|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T14:32:46.636|    0.000|2015/04/10T14:32:46.636|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38125|   25|  6|         5|       400|        |2015/04/10T14:32:33.536|   14.900|2015/04/10T14:32:48.436|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|48508|   53| 17|         1|        80|        |2015/04/10T14:32:49.862|    0.250|2015/04/10T14:32:50.112|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|34298|   53| 17|         1|        65|        |2015/04/10T14:32:51.162|    0.200|2015/04/10T14:32:51.362|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|56330|   53| 17|         1|        65|        |2015/04/10T14:32:56.272|    0.200|2015/04/10T14:32:56.472|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|57155|   53| 17|         1|        79|        |2015/04/10T14:33:02.572|    0.050|2015/04/10T14:33:02.622|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|57625|   53| 17|         1|        65|        |2015/04/10T14:33:01.622|    0.200|2015/04/10T14:33:01.822|  0|
   2607:2000:100:116:d6ae:52ff:fec1:9de|                 2a00:1450:4013:c00::5e|59663|  443|  6|        17|      1840|        |2015/04/10T14:35:02.876|  176.600|2015/04/10T14:37:59.476|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|54325|   53| 17|         1|        65|        |2015/04/10T14:33:07.714|    0.000|2015/04/10T14:33:07.714|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|59864|   53| 17|         1|        79|        |2015/04/10T14:33:09.522|    0.000|2015/04/10T14:33:09.522|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|52652|   53| 17|         1|        79|        |2015/04/10T14:33:14.312|    0.100|2015/04/10T14:33:14.412|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|50577|   53| 17|         1|        65|        |2015/04/10T14:33:15.412|    0.050|2015/04/10T14:33:15.462|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|43470|   53| 17|         1|        65|        |2015/04/10T14:33:15.762|    0.200|2015/04/10T14:33:15.962|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                    2001:503:ba3e::2:30|49218|   53| 17|         1|        65|        |2015/04/10T14:33:15.562|    0.150|2015/04/10T14:33:15.712|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|51385|   53| 17|         1|        79|        |2015/04/10T14:33:19.612|    0.200|2015/04/10T14:33:19.812|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|52062|   53| 17|         1|        65|        |2015/04/10T14:33:25.458|    0.200|2015/04/10T14:33:25.658|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|40634|   53| 17|         1|        79|        |2015/04/10T14:33:26.458|    0.250|2015/04/10T14:33:26.708|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|37228|   53| 17|         1|        65|        |2015/04/10T14:33:27.708|    0.250|2015/04/10T14:33:27.958|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|36077|   53| 17|         1|        65|        |2015/04/10T14:33:25.908|    0.300|2015/04/10T14:33:26.208|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|43666|   53| 17|         1|        65|        |2015/04/10T14:33:30.326|    0.200|2015/04/10T14:33:30.526|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|59944|   53| 17|         1|        79|        |2015/04/10T14:33:31.626|    0.150|2015/04/10T14:33:31.776|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|52023|   53| 17|         1|        79|        |2015/04/10T14:33:33.296|    0.050|2015/04/10T14:33:33.346|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|              2604:a880:800:10::99:7006|56056|  123| 17|         1|        96|        |2015/04/10T14:33:35.246|    0.150|2015/04/10T14:33:35.396|  0|
   2607:2000:100:116:d6ae:52ff:fec1:9de|               2607:f8b0:4008:808::200e|34723|  443|  6|        23|      4641|        |2015/04/10T14:35:41.376|  176.750|2015/04/10T14:38:38.126|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|42392|   53| 17|         1|        79|        |2015/04/10T14:33:46.760|    0.100|2015/04/10T14:33:46.860|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|34558|   53| 17|         1|        79|        |2015/04/10T14:33:50.792|    0.200|2015/04/10T14:33:50.992|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|46639|   53| 17|         1|        79|        |2015/04/10T14:33:51.042|    0.200|2015/04/10T14:33:51.242|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b0|              2607:fc18:bad:dead:beef::|  123|  123| 17|         1|        96|        |2015/04/10T14:34:28.634|    0.050|2015/04/10T14:34:28.684|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|59396|  6|         4|      1157|        |2015/04/10T14:34:32.698|    0.100|2015/04/10T14:34:32.798|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|59512|   22|  6|         6|       450|        |2015/04/10T14:39:32.748|    0.050|2015/04/10T14:39:32.798|  0|
